,nombre,plataforma,fecha lanzamiento,puntuacion,puntuacion usuarios,desarrollador,genero,numero jugadores,numero criticas,numero usuarios
4987,CastleStorm,PlayStationVita,2013-11-05,79,7.5,ZenStudios,"Strategy,General,General",2 ,9,34
7805,The Guided Fate Paradox,PlayStation3,2013-11-05,74,7.8,NipponIchiSoftware,"Role-Playing,General,General,Roguelike",No Online Multiplayer,27,64
4961,State of Decay,PC,2013-11-05,79,6.9,UndeadLabs,"Action Adventure,Horror,Horror,Survival",No Online Multiplayer,9,604
17864,Power Rangers Megaforce,3DS,2013-11-05,30,4.1,DigitalWorksEntertainment,"Action,General,General,Beat-'Em-Up,2D",No Online Multiplayer,7,7
11110,Blackguards,PC,2013-11-06,68,7.1,DaedalicEntertainment,"General,Role-Playing,Strategy,Turn-Based,General,Tactics",No Online Multiplayer,48,252
11317,Wii Sports Club,WiiU,2013-11-07,68,7.0,Nintendo,"Sports,General,General",Up to 4 ,21,117
6171,Risk of Rain,PC,2013-11-08,77,8.1,"Chucklefish,HopooGames","General,General,Action,Platformer,2D",No info,12,291
15428,Final Exam,Xbox360,2013-11-08,57,7.2,MightyRocketStudio,"Action,Beat-'Em-Up,Beat-'Em-Up,2D",No info,7,6
1414,XCOM: Enemy Within,PC,2013-11-11,86,8.1,FiraxisGames,"Sci-Fi,Strategy,Turn-Based,Sci-Fi,General,Tactics",2 ,54,790
8425,PixelJunk Shooter,PC,2013-11-11,73,7.5,Q-Games,"Action,Shooter,Shooter,Static,Static,Shoot-'Em-Up,Top-Down",No Online Multiplayer,7,25
3954,Injustice: Gods Among Us - Ultimate Edition,PlayStation4,2013-11-12,80,7.1,NetherRealmStudios,"Action,Fighting,Fighting,2D,2D",No info,22,531
14258,SimCity: Cities of Tomorrow Expansion Pack,PC,2013-11-12,61,3.8,Maxis,"Modern,Strategy,City Building,Management,Modern,Government",No info,15,109
8062,Pro Evolution Soccer 2014,PC,2013-11-12,74,4.4,Konami,"Sports,Traditional,Team,Soccer,Sim,Sim",No info,9,247
806,XCOM: Enemy Within,Xbox360,2013-11-12,88,7.7,FiraxisGames,"Sci-Fi,Strategy,Turn-Based,Sci-Fi,General,Tactics",No info,16,94
6453,Ratchet & Clank: Into the Nexus,PlayStation3,2013-11-12,76,8.3,InsomniacGames,"Action,Platformer,Platformer,3D,3D",1 Player,60,285
1231,NBA 2K14,XboxOne,2013-11-12,86,5.7,VisualConcepts,"Sim,Sports,Traditional,Team,Basketball,Sim",Up to 10 ,15,184
11421,BioShock Infinite: Burial at Sea - Episode One,Xbox360,2013-11-12,68,8.1,IrrationalGames,"Action,Shooter,Shooter,First-Person,Sci-Fi,Sci-Fi,Arcade",No info,17,126
2319,Assassin's Creed IV: Black Flag,PlayStation4,2013-11-12,83,7.9,Ubisoft,"Action Adventure,Historic,Historic,Open-World",Up to 8 ,29,2240
6845,Wonderbook: Diggs Nightcrawler,PlayStation3,2013-11-12,76,0.0,ExientEntertainment,"Miscellaneous,General,General",No Online Multiplayer,18,0
1066,FIFA 14,PlayStation4,2013-11-12,87,6.2,EACanada,"Sports,Traditional,Team,Soccer,Sim,Sim",Up to 22 ,26,709
6526,BioShock Infinite: Burial at Sea - Episode One,PlayStation3,2013-11-12,76,8.2,IrrationalGames,"Action,Shooter,Shooter,First-Person,Sci-Fi,Sci-Fi,Arcade",No info,7,130
1521,Battlefield 4,PlayStation4,2013-11-12,85,7.1,EADICE,"Action,Shooter,Shooter,First-Person,Modern,Modern,Arcade",Up to 64 ,18,1997
13268,Warframe,PlayStation4,2013-11-12,64,7.2,DigitalExtremes,"General,General,Action,Shooter,Third-Person,Arcade",Up to 8 ,25,471
10233,BioShock Infinite: Burial at Sea - Episode One,PC,2013-11-12,70,7.8,IrrationalGames,"Action,Shooter,Shooter,First-Person,Sci-Fi,Sci-Fi,Arcade",No info,34,580
7666,Madden NFL 25,PlayStation4,2013-11-12,74,5.2,EASports,"Sports,Traditional,Team,Football,Arcade,Arcade,Sim",2 ,13,125
1553,NBA 2K14,PlayStation4,2013-11-12,85,6.5,VisualConcepts,"Sports,Traditional,Team,Basketball,Sim,Sim",Up to 10 ,20,385
13898,Jett Rocket II: The Wrath of Taikai,3DS,2013-11-13,62,6.6,Shin'en,"Action,Platformer,Platformer,3D,3D",No info,14,7
6336,The Bridge,Xbox360,2013-11-13,76,7.4,TheQuantumAstrophysicistsGuild,"Miscellaneous,Puzzle,General,Puzzle,Logic,General",No info,8,16
13931,Redshirt,PC,2013-11-13,62,5.5,TheTiniestShark,"Simulation,General,General",No info,16,34
11601,Pandora: First Contact,PC,2013-11-14,68,7.5,ProxyStudios,"Strategy,Turn-Based,Sci-Fi,Sci-Fi,General",Online Multiplayer,12,52
13956,Senran Kagura Burst,3DS,2013-11-14,62,7.2,Tamsoft,"Action,Platformer,Beat-'Em-Up,2D,2D",No info,27,70
4589,Skylanders Swap Force,PlayStation4,2013-11-15,79,5.2,VicariousVisions,"Action,Platformer,Platformer,3D,3D",No info,7,53
5380,Baldur's Gate II: Enhanced Edition,PC,2013-11-15,78,7.4,OverhaulGames,"PC-style RPG,Role-Playing,PC-style RPG,Western-Style",Online Multiplayer,34,353
2488,LEGO Marvel Super Heroes,PlayStation4,2013-11-15,83,7.7,TTGames,"Action Adventure,Fantasy,General,Fantasy,Open-World",No Online Multiplayer,22,352
16309,Deadfall Adventures,PC,2013-11-15,53,6.9,TheFarm51,"Action,Shooter,Shooter,First-Person,Fantasy,Fantasy,Arcade",No info,31,168
12875,Super Motherload,PlayStation4,2013-11-15,65,6.6,XGenStudios,"General,Puzzle,Miscellaneous,Puzzle,Action",No info,20,91
15038,Blacklight: Retribution,PlayStation4,2013-11-15,58,6.1,ZombieStudios,"Action,Shooter,Shooter,First-Person,Sci-Fi,Sci-Fi,Arcade",Up to 16 ,11,193
14806,Contrast,PlayStation4,2013-11-15,59,6.4,CompulsionGames,"Platformer,3D,Miscellaneous,Puzzle,Action,Puzzle,Action",No info,39,388
15880,Mario & Sonic at the Sochi 2014 Olympic Winter Games,WiiU,2013-11-15,55,6.2,"Nintendo,SegaSportsR&D","Sports,Olympic Sports,Olympic Sports,Individual,Athletics",Up to 4 ,39,75
17420,Deadfall Adventures,Xbox360,2013-11-15,43,7.7,TheFarm51,"Action,Shooter,Shooter,First-Person,Fantasy,Fantasy,Arcade",No info,13,110
5442,Call of Duty: Ghosts,PlayStation4,2013-11-15,78,3.9,InfinityWard,"Action,Shooter,Shooter,First-Person,Modern,Modern,Arcade",Up to 18 ,49,1684
15972,Knack,PlayStation4,2013-11-15,54,6.4,SCEJapanStudio,"Action,Action Adventure,General,General,Linear",No info,83,1291
8142,Killzone: Shadow Fall,PlayStation4,2013-11-15,73,6.8,Guerrilla,"Shooter,Sci-Fi,Action,Shooter,First-Person,Sci-Fi,Arcade",Up to 24 ,88,2357
2236,Trine 2: Complete Story,PlayStation4,2013-11-15,84,7.6,"Frozenbyte,Inc.","Platformer,2D,Action,Platformer,2D",Up to 3 ,9,342
17806,X Rebirth,PC,2013-11-15,33,3.2,Egosoft,"Simulation,Sci-Fi,Space,Large Spaceship,Large Spaceship,Civilian",No info,24,1307
14055,Contrast,PC,2013-11-15,62,7.6,CompulsionGames,"Miscellaneous,Puzzle,Action,Puzzle,Action",No Online Multiplayer,24,198
2098,Resogun,PlayStation4,2013-11-15,84,7.7,"Housemarque,XDEV","Shooter,Scrolling,Action,Shooter,Scrolling,Shoot-'Em-Up,Horizontal",No info,66,1034
374,flower,PlayStation4,2013-11-15,91,7.3,BluepointGames,"General,Miscellaneous,General",1 Player,11,716
4158,Need for Speed: Rivals,PlayStation4,2013-11-15,80,6.2,GhostGames,"Driving,Racing,Simulation,GT / Street,GT / Street,Automobile",Up to 6 ,53,815
6092,Crusader Kings II: Sons of Abraham,PC,2013-11-18,77,7.6,ParadoxDevelopmentStudio,"Historic,Strategy,Real-Time,General,Historic",No info,7,55
17071,Adventure Time: Explore the Dungeon Because I DON'T KNOW!,Xbox360,2013-11-19,47,4.1,WayForward,"Action Adventure,Fantasy,General,Fantasy",No Online Multiplayer,7,53
5423,Call of Duty: Ghosts,XboxOne,2013-11-19,78,4.3,InfinityWard,"Action,Shooter,Shooter,First-Person,Modern,Modern,Arcade",Up to 18 ,7,724
15805,The Amazing Spider-Man,PlayStationVita,2013-11-19,55,6.8,MercenaryTechnology,"General,Action,Action Adventure,General,Open-World",No info,7,35
17415,NBA Live 14,PlayStation4,2013-11-19,43,2.6,EASports,"Arcade,Sports,Traditional,Team,Basketball,Arcade",2 ,25,176
17559,Farming Simulator,PlayStation3,2013-11-19,40,2.9,GiantsSoftware,"Simulation,General,General,Virtual,Career",No Online Multiplayer,17,9
17805,Farming Simulator,Xbox360,2013-11-19,33,6.2,GiantsSoftware,"Simulation,General,General,Virtual,Career",No Online Multiplayer,12,30
17924,Fighter Within,XboxOne,2013-11-19,23,2.8,Ubisoft,"Sports,General,General",No info,39,210
6706,Need for Speed: Rivals,PC,2013-11-19,76,3.6,GhostGames,"Driving,Racing,Simulation,GT / Street,GT / Street,Automobile",No info,16,622
17548,Adventure Time: Explore the Dungeon Because I DON'T KNOW!,WiiU,2013-11-19,40,5.2,WayForward,"Action Adventure,Fantasy,General,Fantasy",No info,7,24
8591,Madden NFL 25,XboxOne,2013-11-19,73,5.8,EASports,"Sports,Traditional,Team,Football,Arcade,Arcade,Sim",No info,18,113
4638,Stick it to the Man!,PlayStation3,2013-11-19,79,7.6,Zoink!,"Action,Platformer,Platformer,3D,3D",No info,17,63
7280,AquaPazza: AquaPlus Dream Match,PlayStation3,2013-11-19,75,7.8,Examu,"Action,Fighting,Fighting,2D,2D",2 ,13,20
751,FIFA 14,XboxOne,2013-11-19,88,5.8,EACanada,"Sim,Sports,Traditional,Team,Soccer,Sim",Up to 22 ,22,352
17720,NBA Live 14,XboxOne,2013-11-19,36,3.1,EASports,"Arcade,Sports,Traditional,Team,Basketball,Arcade",2 ,14,90
2047,Assassin's Creed IV: Black Flag,PC,2013-11-19,84,7.8,Ubisoft,"Action Adventure,Historic,Historic,Open-World",No info,10,2063
17556,Adventure Time: Explore the Dungeon Because I DON'T KNOW!,PlayStation3,2013-11-19,40,4.0,WayForward,"Action Adventure,Fantasy,General,Fantasy",No Online Multiplayer,14,20
8193,Bandfuse: Rock Legends,Xbox360,2013-11-19,73,7.7,RealtaEntertainmentGroup,"Music,Action,Miscellaneous,Rhythm,Music",No info,10,9
6633,Need for Speed: Rivals,Xbox360,2013-11-19,76,5.5,GhostGames,"Driving,Racing,Simulation,GT / Street,GT / Street,Automobile",No info,12,125
6448,SoulCalibur II HD Online,Xbox360,2013-11-20,76,7.8,ProjectSoul,"Fighting,3D,Action,Fighting,3D",No info,16,23
14667,The Mysterious Cities of Gold: Secret Paths,WiiU,2013-11-21,60,6.5,NekoEntertainment,"Miscellaneous,Puzzle,General,Puzzle,General",No info,7,4
4662,Edge,WiiU,2013-11-21,79,7.5,TwoTribes,"General,Puzzle,Miscellaneous,Puzzle,General",No info,9,45
14503,Ryse: Son of Rome,XboxOne,2013-11-22,60,6.3,Crytek,"Action Adventure,Fantasy,General,Fantasy",2 ,77,1621
12818,Powerstar Golf,XboxOne,2013-11-22,65,5.6,ZoeMode,"Arcade,Sports,Traditional,Individual,Golf,Arcade",No info,27,133
1053,Tearaway,PlayStationVita,2013-11-22,87,8.9,MediaMolecule,"General,Adventure,General",No Online Multiplayer,82,452
8558,Killer Instinct,XboxOne,2013-11-22,73,6.4,DoubleHelixGames,"Action,Fighting,Fighting,3D,2D,3D",2 ,51,645
16910,LocoCycle,XboxOne,2013-11-22,48,4.1,TwistedPixelGames,"Driving,Racing,General,General,Arcade,Automobile",No info,46,99
15813,Crimson Dragon,XboxOne,2013-11-22,55,6.5,GroundingInc.,"Shooter,Rail,Action,Shooter,Rail",No info,39,258
11160,Zoo Tycoon,XboxOne,2013-11-22,68,3.2,FrontierDevelopments,"Tycoon,Strategy,Management,Tycoon,Business / Tycoon",Up to 4 ,45,323
5509,Dead Rising 3,XboxOne,2013-11-22,78,6.9,CapcomVancouver,"General,Action,Action Adventure,General,Open-World",2 ,69,962
15305,Mario Party: Island Tour,3DS,2013-11-22,57,6.0,"Nintendo,NdCube","Party,Miscellaneous,Party,Party / Minigame",No info,47,154
365,The Legend of Zelda: A Link Between Worlds,3DS,2013-11-22,91,9.0,Nintendo,"Action RPG,Role-Playing,Action Adventure,General,Action RPG,Open-World",No Online Multiplayer,81,1505
4439,Forza Motorsport 5,XboxOne,2013-11-22,79,6.0,Turn10,"GT / Street,Driving,Racing,Simulation,GT / Street,Automobile",Up to 16 ,76,1138
7010,Need for Speed: Rivals,XboxOne,2013-11-22,75,5.8,GhostGames,"Driving,Racing,Simulation,GT / Street,GT / Street,Automobile",No info,18,198
129,Super Mario 3D World,WiiU,2013-11-22,93,8.9,Nintendo,"Platformer,3D,Action,Platformer,3D",No Online Multiplayer,83,2001
15946,Saint Seiya: Brave Soldiers,PlayStation3,2013-11-26,55,7.4,DimpsCorporation,"Action,Fighting,Fighting,3D,3D",Up to 4 ,32,53
2720,Ys: Memories of Celceta,PlayStationVita,2013-11-26,82,8.7,Falcom,"Role-Playing,Action RPG,Action RPG",No Online Multiplayer,56,281
17558,Painkiller: Hell & Damnation,PlayStation3,2013-11-26,40,6.9,TheFarm51,"Action,Shooter,Shooter,First-Person,Fantasy,Fantasy,Arcade",Up to 8 ,7,18
16229,Painkiller: Hell & Damnation,Xbox360,2013-11-30,53,7.0,TheFarm51,"Action,Shooter,Shooter,First-Person,Fantasy,Fantasy,Arcade",No info,14,29
10468,Rainbow Moon,PlayStationVita,2013-12-03,70,6.6,SideQuestStudios,"Role-Playing,Strategy,Turn-Based,General,General,Tactics",No Online Multiplayer,26,36
8279,Escape Plan,PlayStation4,2013-12-03,73,6.7,FunBits,"Miscellaneous,Puzzle,Action,General,Puzzle,General",No info,14,97
13143,Tiny Brains,PlayStation4,2013-12-03,64,6.7,SpearheadGames,"Action,Puzzle,Miscellaneous,Puzzle,Action",No info,26,74
10666,Broken Sword 5: The Serpents' Curse - Part I,PC,2013-12-04,69,7.9,RevolutionSoftware,"General,Adventure,General",No Online Multiplayer,39,161
6328,SteamWorld Dig,PC,2013-12-05,76,7.3,Image&Form,"Action,Action Adventure,Platformer,General,Platformer,2D,2D",No Online Multiplayer,12,124
16261,Speedball 2 HD,PC,2013-12-05,53,3.8,VividGames,"Sports,General,General,Team,Futuristic",No info,10,20
3518,Gran Turismo 6,PlayStation3,2013-12-06,81,8.0,PolyphonyDigital,"Driving,Racing,Simulation,GT / Street,GT / Street,Automobile",Up to 16 ,81,915
16618,Gomo,PC,2013-12-06,50,4.9,FishcowStudio,"Adventure,General,General,Point-and-Click",No info,19,27
6205,Peggle 2,XboxOne,2013-12-09,77,7.1,PopCap,"Miscellaneous,Puzzle,Action,General,General",No info,39,221
9851,Doki-Doki Universe,PlayStation4,2013-12-10,71,6.3,"SCEA,HumanatureStudios","General,Miscellaneous,General",No info,28,101
5495,Samurai Gunn,PC,2013-12-10,78,7.7,BeauBlyth,"General,Action,General",No Online Multiplayer,11,27
12582,Sorcery Saga: The Curse of the Great Curry God,PlayStationVita,2013-12-10,65,7.3,Zerodiv,"Role-Playing,General,General,Roguelike",No Online Multiplayer,17,44
13797,Doki-Doki Universe,PlayStation3,2013-12-10,62,6.8,SCEA,"General,Miscellaneous,General",No info,10,18
12324,The Novelist,PC,2013-12-10,66,6.1,OrthogonalGames,"Miscellaneous,General,General",No info,23,40
12253,Doki-Doki Universe,PlayStationVita,2013-12-10,66,5.2,SCEA,"General,Miscellaneous,General",No info,7,18
11726,Strength of the Sword 3,PlayStation3,2013-12-10,67,8.1,IventGames,"Fantasy,Action Adventure,General,Fantasy",No info,15,7
13560,Total War: Rome II - Caesar in Gaul,PC,2013-12-12,63,4.6,CreativeAssembly,"Strategy,Real-Time,General,Historic",No info,7,53
5738,RUSH,WiiU,2013-12-12,77,7.5,TwoTribes,"Miscellaneous,Puzzle,General",No info,7,25
4865,Stick it to the Man!,PC,2013-12-13,79,7.3,Zoink!,"Action,Platformer,3D",No Online Multiplayer,7,70
14326,Violett,PC,2013-12-13,61,7.2,"ForeverEntertainmentS.A.,ForeverEntertainment","Adventure,General",No Online Multiplayer,9,26
5864,Teslagrad,PC,2013-12-13,77,7.7,RainGames,"Action,Platformer,Platformer,2D,2D",No Online Multiplayer,15,113
1796,Terraria,PlayStationVita,2013-12-17,85,8.0,EngineSoftware,"Action,Action Adventure,Platformer,Platformer,Sandbox,2D,2D",Up to 8 ,17,114
5011,The Walking Dead: Season Two Episode 1 - All That Remains,PC,2013-12-17,78,8.5,TelltaleGames,"General,Action,Adventure,General,Point-and-Click",No info,55,594
4376,The Walking Dead: Season Two - A Telltale Games Series,PC,2013-12-17,80,8.3,TelltaleGames,"Action,Adventure,General,General,Point-and-Click",No Online Multiplayer,14,630
2355,Bit.Trip Presents...Runner2: Future Legend of Rhythm Alien,PlayStationVita,2013-12-17,83,7.2,GaijinGames,"Action,Miscellaneous,Rhythm,Music,Music",No info,7,17
6525,Assassin's Creed IV: Black Flag - Freedom Cry,XboxOne,2013-12-17,76,7.1,UbisoftMontreal,"Action Adventure,Historic,Open-World",No info,8,131
1357,Minecraft: PlayStation 3 Edition,PlayStation3,2013-12-17,86,6.8,"4JStudios,MojangAB","Fantasy,Action Adventure,Adventure,3D,Sandbox,First-Person,Fantasy",Up to 8 ,21,340
9889,flOw,PlayStation4,2013-12-17,71,6.3,SuperVillainStudios,"Miscellaneous,General,General",1-2 ,9,124
2788,The Pinball Arcade,PlayStation4,2013-12-17,82,6.8,FarsightStudios,"Action,Miscellaneous,Parlor,Pinball,Pinball",No Online Multiplayer,16,84
9374,Assassin's Creed IV: Black Flag - Freedom Cry,PlayStation4,2013-12-18,71,6.4,UbisoftMontreal,"Action Adventure,Historic,Open-World",No info,11,222
4372,The Walking Dead: Season Two Episode 1 - All That Remains,Xbox360,2013-12-18,80,8.6,TelltaleGames,"General,Action,Adventure,General,Point-and-Click",No info,8,96
9440,NES Remix,WiiU,2013-12-18,71,7.2,indieszero,"Miscellaneous,General",No info,34,139
6280,Knytt Underground,WiiU,2013-12-19,76,7.6,"nifflas,NifflasGames","Action,Platformer,2D",No info,12,18
9019,Max: The Curse of Brotherhood,XboxOne,2013-12-20,72,7.4,PressPlay,"Fantasy,Action Adventure,General,Fantasy",No info,51,298
16320,Halo: Spartan Assault,XboxOne,2013-12-23,53,4.5,"Vanguard,343Industries","Action,General,Shooter,Scrolling,Shoot-'Em-Up,Top-Down,Vertical",No info,28,275
3195,ZEN Pinball 2,PlayStation4,2013-12-24,82,7.0,ZenStudios,"Action,Miscellaneous,Parlor,Pinball",No info,12,91
2579,CastleStorm,WiiU,2013-12-26,83,7.8,ZenStudios,"Strategy,General",No info,8,38
12782,Dr. Luigi,WiiU,2013-12-31,65,7.2,"Arika,Nintendo","Miscellaneous,Puzzle,Stacking",No info,38,66
13924,continue?9876543210,PC,2014-01-03,62,6.3,JasonOda,"Action,General",No info,15,27
15107,Secrets of Raetikon,PC,2014-01-07,58,7.1,BrokenRules,"Action,General",No Online Multiplayer,8,10
5315,Don't Starve: Console Edition,PlayStation4,2014-01-07,78,7.1,KleiEntertainment,"Action Adventure,Fantasy,General,Fantasy,Sandbox",No info,36,387
12364,CONSORTIUM,PC,2014-01-08,66,7.3,InterdimensionalGamesInc,"Sci-Fi,Adventure,3D,First-Person",No Online Multiplayer,14,58
2489,Metal Gear Rising: Revengeance,PC,2014-01-09,83,8.0,PlatinumGames,"Action,Action Adventure,Shooter,General,Modern,Third-Person,Tactical,Modern",No Online Multiplayer,27,825
16756,Chibi-Robo! Photo Finder,3DS,2014-01-09,49,7.7,SkipLtd.,"Action,Action Adventure,General,Fantasy",No info,20,30
3244,Nidhogg,PC,2014-01-13,81,6.8,Messhof,"General,Action,Miscellaneous,General",1-2 ,43,148
16017,SpellForce 2: Demons of the Past,PC,2014-01-14,54,6.6,MindoverMatter,"Strategy,General",No info,9,23
3870,The Banner Saga,PC,2014-01-14,80,8.0,Stoic,"Role-Playing,General,Strategy,Turn-Based,Tactics",No Online Multiplayer,74,778
3772,Europa Universalis IV: Conquest of Paradise,PC,2014-01-14,81,7.7,ParadoxDevelopmentStudio,"Strategy,Real-Time,Historic,General,Historic",No info,8,55
13187,Assassin's Creed Liberation HD,PlayStation3,2014-01-14,64,6.2,UbisoftSofia,"Action Adventure,Historic,Historic,Open-World",No info,25,96
12393,Assassin's Creed Liberation HD,PC,2014-01-15,66,5.6,UbisoftSofia,"Action Adventure,Historic,Historic,Open-World",No Online Multiplayer,14,231
13856,Assassin's Creed Liberation HD,Xbox360,2014-01-15,62,5.8,UbisoftSofia,"Action Adventure,Historic,Historic,Open-World",No info,26,113
9108,Unepic,WiiU,2014-01-16,72,7.5,EnjoyUpGames,"Action,Platformer,2D",No info,19,57
14231,F1 Race Stars: Powered Up Edition,WiiU,2014-01-16,61,6.9,Codemasters,"Driving,Racing,Arcade,Formula One,Formula One,Automobile",No info,8,19
1107,Divinity: Original Sin,PC,2014-01-17,87,8.7,LarianStudiosGames,"Action RPG,Role-Playing,Action RPG,Western-Style",2 ,59,2218
12246,KickBeat: Steam Edition,PC,2014-01-20,66,7.4,ZenStudios,"Action,Miscellaneous,Rhythm,Music",No info,7,14
16406,Dead Rising 3: Operation Broken Eagle,XboxOne,2014-01-21,52,4.2,No info,"Action,Action Adventure,General,Open-World",No info,16,80
4749,OlliOlli,PlayStationVita,2014-01-21,79,7.8,TomHegarty,"Sports,Alternative,Individual,Skateboarding,Skate / Skateboard",No info,55,56
9598,Might & Magic X: Legacy,PC,2014-01-23,71,7.3,LimbicEntertainment,"Fantasy,Strategy,Turn-Based,General,Fantasy",No info,44,335
1380,Tomb Raider: Definitive Edition,XboxOne,2014-01-28,86,7.7,"CrystalDynamics,UnitedFrontGames","Modern,Action Adventure,General,Modern,Linear",Up to 8 ,18,575
6723,Broken Age,PC,2014-01-28,76,6.9,DoubleFineProductions,"Third-Person,General,Fantasy,3D,Adventure,Point-and-Click",No info,19,117
17820,Rekoil,PC,2014-01-28,32,2.1,PlasticPiranha,"Action,Shooter,Shooter,First-Person,Modern,Modern,Arcade",No info,11,45
3211,Broken Age: Act 1,PC,2014-01-28,82,7.7,DoubleFineProductions,"General,Adventure,General,3D,Point-and-Click,Third-Person,Fantasy",No Online Multiplayer,64,360
16226,Dragon Ball Z: Battle of Z,Xbox360,2014-01-28,53,5.3,Artdink,"Action,Fighting,Fighting,3D,3D",No info,17,51
12245,Dragon Ball Z: Battle of Z,PlayStationVita,2014-01-28,66,7.3,Artdink,"Action,Fighting,Fighting,3D,3D",No info,7,61
8459,Strike Vector,PC,2014-01-28,73,7.7,"StrikeVectorTeam,RagequitCorporation","General,Action,General,Shooter,First-Person,Arcade",No info,22,51
12562,Call of Duty: Ghosts - Onslaught,XboxOne,2014-01-28,65,4.1,InfinityWard,"Action,Shooter,First-Person,Modern,Arcade",No info,12,43
1799,Tomb Raider: Definitive Edition,PlayStation4,2014-01-28,85,8.1,"CrystalDynamics,NixxesSoftware","Modern,Action Adventure,General,Modern,Linear",Up to 8 ,54,1602
16111,Dragon Ball Z: Battle of Z,PlayStation3,2014-01-28,54,5.5,Artdink,"Action,Fighting,Fighting,3D,3D",No info,32,111
15042,The Castle Doctrine,PC,2014-01-29,58,6.9,JasonRohrer,"Modern,Role-Playing,Massively Multiplayer Online,Massively Multiplayer,Modern",No info,12,19
